province;red;green;blue;x;x
3313;216;161;129;Yafren
3314;164;101;98;Awzila
3315;199;122;126;Dakhla
3316;154;68;73;Bojador
3317;167;114;117;Nuwaksut
3318;191;176;174;Chinguetti
3319;191;118;140;Idjil
3320;191;152;140;Ouadane
3321;137;164;140;Zouerat
3322;166;154;169;Boutilimit
3323;206;192;211;Kiffa
3324;115;176;174;Tidjikja
3325;115;176;132;Aoudaghost
3326;127;186;132;Oualata
3327;134;117;164;Mauretanian Coast
3328;135;124;123;Atar
3329;152;89;109;Anah
3330;125;53;76;Al Salman
3331;25;19;53;Mpumalanga
3332;255;127;51;Gauteng
3333;33;189;108;Toutswemogala 
3334;247;228;187;Limpopo
3335;101;170;89;Mahikeng
3336;152;151;118;Tazirbu
3337;177;158;246;Miquelon
3338;173;186;25;Jayapura
3339;140;24;55;East Papua
3340;233;225;166;Changbin
3341;134;91;119;Andong
3342;232;152;209;Haeju
3343;147;98;128;Jeonju
3344;208;174;181;Mokpo
3345;91;80;103;Paju
3346;84;130;92;Chuncheon 
3347;189;126;84;Jecheon
3348;186;74;146;Daegu
3349;181;71;144;Uiju
3350;148;137;192;Kalinga
3351;164;113;113;Kumintang
3352;225;255;150;Ma-i
3353;100;130;27;Cebu
3354;47;159;64;Butuan
3355;116;136;94;Grenada
3356;32;62;57;Tobago
3357;122;55;33;Margarita
3358;141;142;88;Eucia
3359;209;170;128;Lam Son
3360;125;144;255;Lang Son
3361;127;162;92;Ha Giang
3362;127;68;68;Lai Chau
3363;77;0;0;Lao Cai
3364;188;198;117;Nghe An
3365;137;196;188;Quang Binh
3366;229;255;164;Binh Phuoc
3367;82;255;0;Dak Lak
3368;156;49;128;Pursat
3369;32;32;94;Koh Kong
3370;125;85;139;Sambor Prei Kuk
3371;142;153;255;Roluos
3372;96;0;42;Vat Nokor
3373;89;102;18;Balangir
3374;181;165;255;Ghazipur
3375;255;222;122;Farukhabad
3376;21;16;71;Agra
3377;255;71;227;Rampur
3378;125;71;227;Pilibhit
3379;218;176;139;Amer
3380;57;96;10;Lalitpur
3381;203;164;149;Bikaner
3382;125;150;128;Faisalabad
3383;255;94;0;Ludhiana
3384;74;48;255;Shimla
3385;192;72;179;Plan Bandipora
3386;132;48;77;Kot Addu
3387;65;147;125;Bahawalnagar
3388;207;255;125;Nawabshah
3389;213;0;186;Hyderabad
3390;255;125;229;Chitrod
3391;79;50;64;Junagadh
3392;77;63;21;Guna
3393;179;65;64;Bhopal
3394;255;250;91;Durg
3395;184;100;156;Amravati
3396;147;34;162;Ramagundam
3397;159;92;0;Nizamabad
3398;205;34;30;Haiderbad
3399;205;255;30;Solapur
3400;195;65;62;Jaffna
3401;118;39;37;Nagapatam
3402;118;118;37;Tranquebar
3403;137;98;248;Karikal
3404;135;154;0;Pondicherry
3405;114;48;142;Sadras
3406;232;177;255;Madras
3407;47;0;115;Masulipatam
3408;108;0;241;Yanam
3409;125;62;5;Vizagapatam
3410;189;242;102;Maripasoula
3411;119;152;64;Perekop
3412;90;115;49;Kalmius
3413;90;174;49;Hautes Alpes
3414;135;174;115;Calcutta
3415;129;145;0;Al Buraimi
3416;255;98;165;Manjeri
3417;123;130;104;Ramanathapuram
3418;28;34;120;Dharmapuri
3419;8;115;73;Davanagere
3420;158;127;236;Chittoor
3421;135;153;104;Barisal
3422;210;118;198;Asansol
3423;93;0;116;Kondapalli
3424;205;165;164;Ahobilam
3425;112;99;128;Eluru
3426;105;52;4;Ganjam
3427;206;162;128;Dantewada
3428;207;183;125;Bilaspur
3429;148;92;101;Raigarh
3430;48;52;113;Shahdol
3431;145;124;192;Gaya
3432;26;91;72;Purnia
3433;164;71;59;Siwan
3434;255;204;0;Narayangaon
3435;218;196;169;Bhubaneswar
3436;82;52;113;Dhangadhi
3437;82;147;64;Khuzdar
3438;164;14;64;Minab
3439;105;181;128;Talesh
3440;255;181;90;Jalawa
3441;187;0;22;Nahavand
3442;239;150;255;Arak
3443;249;159;133;Ahar
3444;119;105;133;Kazeruj
3445;165;241;84;Abadeh
3446;189;122;0;Kashan
3447;145;122;118;Mizoram
3448;88;57;150;Mongar
3449;43;53;82;Kyaukpyu
3450;137;43;104;Thandwe
3451;79;19;0;Prome
3452;176;122;0;Myede
3453;85;0;133;Hinthada
3454;190;196;133;Dagon
3455;201;187;74;Mongpan
3456;238;56;192;Taunggyi
3457;91;20;83;Manglon
3458;211;193;210;Tagaung
3459;255;124;0;Tiun
3460;255;44;128;Myitkyina
3461;255;255;32;Hpakan
3462;255;198;71;Palaw
3463;255;108;36;Penang
3464;255;51;81;Mersing
3465;0;150;192;Temerloh
3466;241;196;255;Kuala Krai
3467;255;240;0;Nakhon Pathom
3468;51;86;192;Pattaya
3469;65;125;88;Lampang
3470;255;125;88;Sri Thep
3471;235;213;170;Yasothon
3472;196;61;61;Khon Kaen
3473;96;184;31;Phongsali
3474;255;108;255;Xaignabouli
3475;255;108;77;Xekong
3476;204;255;141;Amol
3477;74;66;42;Einike
3478;255;102;217;Silifke
3479;121;112;153;Tokat
3480;224;139;204;Ordu
3481;62;67;113;Strumica
3482;77;113;191;Ionia
3483;249;122;97;Al Jalil
3484;173;122;38;Homs
3485;12;27;156;St.Polten
3486;84;91;105;Cahors
3487;43;176;192;Forez
3488;166;190;154;Vienne
3489;213;125;128;Retz
3490;79;43;192;Clermont et Eu
3491;88;37;55;Denia
3492;232;153;11;Tortossa
3493;105;115;43;Ibiza
3494;227;190;156;Trapani
3495;113;146;141;Liamone
3496;69;49;82;Somerset
3497;58;68;85;Dorset
3498;190;140;64;Durham
3499;60;52;66;Chania
3500;126;133;47;Kiova
3501;190;133;47;Mukatu
3502;81;90;122;Mbula
3503;159;90;122;Mpemba
3504;145;193;96;Fundo
3505;145;82;96;Barat Daya
3506;196;64;32;Manokwari
3507;238;213;32;Mamuju
3508;238;122;32;Nsongo
3509;162;222;255;Matari
3510;34;43;79;Kwilu
3511;181;28;78;Nsundi
3512;175;224;173;Songo
3513;150;57;99;Jaga Calanda
3514;150;82;23;Palongono
3515;255;201;208;Maopongo
3516;85;62;85;Lucala
3517;150;198;79;Lubolo
3518;74;21;29;Ngola
3519;230;88;35;Angoy
3520;19;96;13;Cacong
3521;34;164;145;Mayumba
3522;108;101;126;Yaka
3523;65;35;16;Kuba
3524;116;63;29;Nunu
3525;181;76;35;Munene
3526;165;154;193;Kambuna
3527;142;101;126;Shinje
3528;147;58;108;Malem
3529;179;125;133;Chokwe
3530;71;125;133;Ishindi
3531;179;227;133;Kaokonde
3532;179;125;28;Lwena
3533;179;160;127;Rund
3534;255;252;126;Mpasu
3535;136;88;26;Kalundwe
3536;111;58;79;Lualaba
3537;173;122;77;Tabwa
3538;40;58;79;Liapala
3539;247;129;101;Kanongesha
3540;159;156;65;Upemba
3541;136;88;170;Songye
3542;136;193;170;Luba
3543;227;227;68;Hemba
3544;179;128;68;Kusu
3545;73;136;41;Lega
3546;94;37;92;Skeleton Coast
3547;255;114;0;Botswana
3548;255;251;120;Libyan Desert
3549;0;65;50;Nyanza
3550;116;65;50;Bushi
3551;164;167;50;Bafiruri
3552;71;167;50;Nkoma
3553;0;164;126;Bushubi
3554;255;164;126;Buyogoma
3555;0;0;126;Ruguru
3556;62;40;31;Karagwe
3557;113;53;28;Buzinza
3558;255;135;0;Buganda
3559;255;0;80;Bunyoro
3560;179;170;0;Nkore
3561;116;135;0;Buroga
3562;187;255;0;Tubungo
3563;119;63;0;Masaka
3564;179;175;107;Virunga
3565;212;247;0;Teso
3566;44;51;0;Lango
3567;209;68;0;Kenya
3568;209;160;137;Gabon
3569;73;22;136;Cheptsa
3570;33;45;30;Kribi
3571;215;81;54;Bata
3572;96;156;24;Sorong
3573;241;168;0;Merauke
3574;88;34;64;Bone
3575;71;94;173;Gwanda
3576;57;99;48;Lupane
3577;38;234;130;Lundu
3578;33;220;28;Nsenga
3579;44;52;201;Kalonga
3580;49;155;99;Lolo
3581;44;123;42;Tumbuka
3582;219;159;183;Ngonde
3583;200;19;117;Katsekera
3584;225;80;159;Lomwe
3585;155;61;79;Makua
3586;145;119;112;Bemba
3587;106;189;104;Lala
3588;255;119;112;Xai-Xai
3589;145;76;136;Rukwa
3590;244;97;32;Antankara
3591;217;166;43;Iboina
3592;201;54;85;Antsalova
3593;222;145;161;Fiherana
3594;79;160;47;Mahafaly
3595;139;53;205;Antanosy
3596;185;135;224;Bara
3597;169;74;32;Antemoro
3598;215;80;147;Betsileo
3599;38;83;21;Vatomandry
3600;142;185;186;Tsimihety
3601;100;201;61;Maroantsetra
3602;239;204;149;Comoros
3603;41;88;186;Betsiboka
3604;47;87;88;Tolinaro
3605;128;0;241;Toliara
3606;57;79;108;Bezaha
3607;92;111;60;Alor
3608;45;62;82;Sikka
3609;133;65;192;Bima
3610;92;36;108;Miri
3611;255;152;64;Sokan
3612;58;145;75;Amuntai
3613;94;128;196;Pamunkan
3614;89;45;116;Tuban
3615;216;156;34;Malang
3616;170;99;57;Lahat
3617;48;179;127;Sungai Penuh
3618;255;179;127;Pekanbaru
3619;156;165;192;Pematang Siantar
3620;237;255;145;Meulaboh
3621;187;65;46;Pamenang
3622;116;172;115;Ibb
3623;227;54;54;Mutsu
3624;102;79;20;Tholing
3625;186;125;124;Tingri
3626;159;46;55;Nakchu
3627;145;97;31;Golmud
3628;249;111;0;Rushar
3629;122;38;128;Aksai
3630;63;44;19;Xianyang
3631;91;29;26;Baoshan
3632;81;29;71;Honghe
3633;155;94;94;Chongzuo
3634;174;100;255;Anshun
3635;147;97;97;Ya'an
3636;225;194;109;Leshan
3637;225;110;109;Nanchong
3638;97;163;136;Chengkou
3639;227;62;0;Zhengzhou
3640;224;213;192;Duyun
3641;221;145;128;Yongzhou
3642;153;151;155;Shaoyang
3643;219;184;184;Zhanjiang
3644;32;216;124;Hongkong
3645;90;112;32;Dongguan
3646;85;186;136;Foshan
3647;63;30;23;Xiamen
3648;216;198;106;Fuzhou
3649;15;19;40;Huangshan
3650;153;224;132;Taizhou
3651;186;116;255;Zhoushan
3652;176;17;1;Shanghai
3653;105;101;160;Nantong
3654;17;114;65;Weifang
3655;238;254;82;Linyi
3656;153;204;0;Qingdao
3657;137;61;61;Yantai
3658;128;35;120;Shijiazhuang
3659;232;170;164;Tianjin
3660;234;103;91;Tangshan
3661;194;168;255;Chaoyang
3662;193;225;132;Dalian
3663;112;101;119;Fuxin
3664;143;221;127;Kailu
3665;198;141;154;Fushun
3666;199;74;102;Tonghua
3667;119;163;94;Huanren
3668;155;242;204;Antu
3669;47;44;142;Changpai
3670;104;81;87;Tunghua
3671;107;40;56;Meihowkow
3672;182;255;182;Panshih
3673;124;193;32;Paotsing
3674;170;70;80;Ugolnaya
3675;102;167;62;Omu
3676;47;100;181;Hailin
3677;255;191;247;Harbin
3678;43;70;116;Koontai
3679;53;49;26;Hizen
3680;124;94;173;Higo
3681;91;130;78;Hyuga
3682;234;206;143;Iyo
3683;105;58;80;Iwami
3684;70;62;79;Bingo
3685;58;122;79;Kii
3686;41;160;77;Omi
3687;234;206;68;Ise
3688;43;59;150;Shinano
3689;122;78;112;Sagami
3690;124;136;143;Kazusa
3691;232;219;162;Shimotsuke
3692;153;181;113;Fukushima
3693;132;143;126;Northern Kurils
3694;33;27;27;Huangzhou
3695;20;48;81;Zaysan
3696;61;70;124;Naryn
3697;237;255;193;Osi
3698;180;70;255;Panjakent
3699;150;168;122;KurganTyube
3700;78;0;114;Jizzax
3701;255;217;81;Andijan
3702;174;56;0;Jalalabat
3703;154;239;117;Gusgy
3704;206;118;97;Tejen
3705;91;23;85;Termiz
3706;104;0;0;Garagum
3707;51;36;36;Qizilqum
3708;32;51;7;Alay
3709;28;225;79;Borena
3710;117;255;38;Omorate
3711;209;234;204;Dubai
3712;242;242;53;Elmina
3713;255;15;43;Mankessim
3714;12;81;65;Agbodrafo
3715;80;78;198;Atakpamé
3716;255;229;104;Djougou
3717;145;226;191;Kouandé
3718;55;228;79;Nikki
3719;49;68;0;IgboUkwu
3720;155;68;0;Ogui
3721;61;51;0;Imo
3722;255;135;43;Öland
3723;59;204;78;Giessen
3724;144;213;167;Darmstadt
3725;54;91;39;Aschaffenburg
3726;186;180;196;Sigmaringen
3727;53;53;53;Duinkerke
3728;175;0;0;Splato
3729;170;224;224;NorthernCoastOfHawaii
3730;173;144;0;Maui
3731;58;155;58;Oahu
3732;170;76;126;Kauai
3733;0;13;91;TeFenua`Enata
3734;198;170;126;Mangareva
3735;76;65;48;Havai'i
3736;143;174;48;Rarotonga
3737;109;127;63;Manihiki
3738;25;84;0;VanuaLevu
3739;35;150;89;Rekohu
3740;234;221;157;Nakkavaram
3741;76;145;59;TristandaCunha
3742;96;48;15;Nakhia
3743;188;106;64;Shamakhi
3744;255;167;47;Voghtik
3745;234;103;96;Khnus
3746;23;21;25;Beypazari
3747;0;85;59;Buglas
3748;40;26;15;Samar
3749;222;247;247;TosaTerrace
3750;203;237;239;WesternYellowSea
3751;211;225;234;Bohai
3752;40;119;135;CentralBlackSea
3753;34;20;51;Rogaland
3754;55;81;29;Nasiriyah
3755;86;57;109;Kirkuk
3756;89;31;0;Hewler
3757;68;68;68;Gewane
3758;148;170;173;Modone
3759;148;20;48;Malvasia
3760;227;210;136;Teba
3761;34;45;142;Lemessos
3762;167;238;179;Manzanares
3763;196;60;26;Tarancon
3764;41;50;59;Guipuzcoa
3765;196;215;0;Borås
3766;129;215;64;Uppsala
3767;99;60;26;Lebork
3768;53;152;36;Unyamwezi
3769;56;4;19;Name
3770;73;46;46;Name
3771;30;188;53;Gogo
3772;171;67;109;Name
3773;123;127;208;Name
3774;206;184;20;Name
3775;145;85;134;Jokkmokk
3776;255;66;66;Lakatia
3777;249;218;212;Mozyn
3778;85;96;93;SiberianWasteland
3779;65;216;0;Velbazhd
3780;33;16;14;Komotini
3781;209;190;211;Dinara
3782;182;190;211;Prokletije
3783;0;13;45;Korab
3784;216;143;167;Pindus
3785;199;229;225;Tzena
3786;145;162;165;Rila
3787;234;204;204;Balkan
3788;194;55;4;Tabasco
3789;44;54;73;QuieYelaag
3790;208;229;217;Teotepec
3791;47;122;89;Kachug
3792;15;0;104;WesternMongolianLakes
3793;8;0;61;EasternMongolianLakes
3794;34;30;61;ManchurianLakes
3795;68;56;32;Stavanoy
3796;255;247;244;Dasht-eKavir
3797;255;231;112;Dasht-eLoot
3798;61;54;26;Zagros
3799;255;221;209;Al-Jazira
3800;208;159;234;JabalanNusayriyah
3801;198;198;198;CentralSiberia
3802;53;51;55;Chungyang
3803;96;90;77;Bacska
3804;15;8;8;Xingkai
3805;85;17;32;Adler
3806;69;44;136;Karachay
3807;159;139;136;Abaza
3808;255;168;159;Kabarday
3809;41;43;128;Mtskheta
3810;164;196;98;Ilisu
3811;128;75;34;Akhaltsikhe
3812;255;241;47;Verisan
3813;96;9;68;Nakhitchevan
3814;33;62;142;Karadagh
3815;82;225;132;Beyazit
3816;73;85;113;Sasun
3817;125;153;75;Mardin
3818;180;88;162;Urfa
3819;153;108;179;Ermenek
3820;255;247;190;Karabagh
3821;111;125;215;Shashan
3822;156;172;116;Khunzakh
3823;25;0;0;Eastern Caucasus
3824;116;83;101;Ababda
3825;215;140;93;Bisharin
3826;215;201;191;Amarar
3827;79;116;70;Hadendoa
3828;78;150;89;Doukkala
3829;27;53;31;Chaouia
3830;255;221;71;Khenifra
3831;231;15;35;Imtgheren
3832;117;99;89;Eddriwec
3833;0;239;131;Cherchel
3834;167;228;62;TiziWezzu
3835;0;229;84;Abra
3836;77;93;242;Dithmarschen
3837;225;234;14;Sønderborg
3838;197;255;50;Vendsyssel
3839;58;35;55;Vestfold
3840;222;224;244;Langfjella
3841;86;0;37;Scandes
3842;0;53;53;ArmenianHighlands
3843;99;0;0;ArmenianHighlands
3844;15;51;0;ArmenianHighlands
3845;37;38;13;Savalan
3846;233;255;40;Alborz
3847;25;5;21;GoraAlagordy
3848;25;14;23;Tarvagatai
3849;38;21;34;TavanBogd
3850;66;58;34;Gurbantünggüt
3851;99;94;86;Kumtag
3852;45;70;32;Qinling
3853;22;11;5;Daba
3854;47;40;8;Taihang
3855;0;10;30;Gangbaekjeonggan
3856;0;12;2;
3857;4;40;8;Jinggang
3858;195;239;0;
3859;195;207;97;
3860;51;33;13;
3861;137;89;37;
3862;72;91;67;
3863;34;35;40;
3864;53;34;14;
3865;27;17;33;
3866;65;42;17;
3867;61;55;48;
3868;158;219;122;Tekeldengy
3869;226;197;65;Sant
3870;255;229;102;Birhan
3871;117;150;26;Janjiro
3872;255;234;132;Maji
3873;232;255;0;Adarama
3874;4;51;34;Massaguet
3875;0;193;106;Fumban
3876;0;104;55;Nkongsamba
3877;255;119;126;Kusu
3878;86;0;0;Tamanrasset
3879;255;255;1;Tongva
3880;247;230;145;Chonnonton
3881;68;0;0;Wenro
3882;5;12;11;Gobi
3883;30;46;54;Stirling
3884;158;143;72;Tenerife
3885;130;29;29;Ise
3886;136;40;113;Tango
3887;206;209;85;Kaga
3888;207;150;214;Ugo
3889;0;14;99;Rikuchu
3890;229;208;105;Oshima
3891;255;147;56;Hidaka
3892;0;12;84;Ishikari
3893;0;101;0;Kawagoe
3894;84;24;44;Amami
3895;40;11;21;Yaeyama
3896;63;93;107;Ogasawara
3897;104;97;44;Tengchow
3898;226;70;64;Dezhou
3899;74;110;109;Jining
3900;67;31;91;Chuzhou
3901;104;143;106;Haizhou
3902;74;76;62;Huainan
3903;82;84;47;Zhumadian
3904;0;255;33;Xuchang
3905;167;76;42;Tanghe
3906;34;56;181;Jiaxing
3907;117;173;109;Lishui
3908;117;48;135;Ningde
3909;144;151;37;Nanping
3910;255;58;0;Meizhou
3911;155;152;170;Yunfu
3912;58;73;0;Kinmen
3913;183;73;0;Penghu
3914;93;0;192;Heyuan
3915;95;167;0;Ruijin
3916;0;127;14;Xinyu
3917;101;35;96;Hezhou
3918;70;160;0;Hechi
3919;255;35;96;Baise
3920;43;100;255;Xinping
3921;74;74;64;Jinggu
3922;170;194;194;Qujing
3923;255;228;96;Bijie
3924;56;175;78;Meitan
3925;99;31;31;Mianyang
3926;224;170;170;Suining
3927;36;68;0;Fengdu
3928;97;85;136;Fengjie
3929;96;0;0;Yiyang
3930;178;189;255;Dayong
3931;74;114;64;Enshi
3932;196;0;0;Suizhou
3933;81;128;64;Yunyang
3934;226;130;97;Ankang
3935;150;43;40;Weinan
3936;228;89;64;Hetao
3937;101;69;107;YangiHissar
3938;129;51;84;Turpan
3939;38;129;72;Balikul
3940;50;81;144;Ulaangom
3941;44;113;137;Khiagt
3942;148;144;46;Urga
3943;34;229;99;Shete
3944;74;66;64;BayanTumen
3945;117;42;41;Khalkhgol
3946;69;105;171;Buteha
3947;201;191;255;Jagdaqi
3948;29;161;216;Hulan
3949;255;106;0;Ekimchan
3950;255;167;0;Kalar
3951;73;61;0;Tishkino
3952;69;105;58;DzuuUda
3953;114;25;25;Yulin
3954;67;91;74;Pashu
3955;132;255;56;Sitawaka
3956;255;232;209;Sikkim
3957;122;96;74;Rub al Khali
3958;164;172;187;Al Nafud
3959;139;39;93;Jabal Tuwaya
3960;105;91;64;Duba
3961;118;164;74;Ar'ar
3962;126;121;173;Dawadmi
3963;53;200;195;Al-Kharj
3964;185;255;0;Al-Sukhnah
3965;255;58;58;Al-Hudaydah
3966;36;116;28;Passau
3967;84;42;203;Bihac
3968;33;51;16;Qalaafe
3969;71;56;30;Buloburde
3970;221;44;31;Ceeldhere
3971;14;62;28;Alula
3972;201;91;89;Xiis
3973;56;102;98;Taleex
3974;204;93;50;Gadabursi
3975;146;227;126;Jidwaq
3976;232;39;184;Obock
3977;255;216;116;Afar
3978;198;144;32;Bale
3979;71;227;131;Selima
3980;212;79;131;Kerma
3981;99;64;43;Nubian Desert
3982;94;158;173;Fashoda
3983;157;135;122;Alodian Desert
3984;74;153;32;Bentiu
3985;204;153;32;Gondokoro
3986;57;102;170;Kitenge
3987;18;37;71;Kambooni
3988;104;116;136;Rassini
3989;177;224;164;Kilifi
3990;255;209;227;Mafia
3991;140;172;235;Comminges
3992;82;75;102;Melun
3993;199;217;100;Camerino
3994;51;74;105;Guyenne
3995;207;145;145;Killarney
3996;159;181;34;Pallars
3997;131;126;191;Taiz
3998;183;186;128;Beihan
3999;224;24;38;Shihr
4000;102;122;230;Qishn
4001;184;184;92;Masirah
4002;200;92;20;Ibra
4003;116;74;42;Atfih
4004;141;212;83;Qus
4005;82;26;35;Isna
4006;136;72;77;Maqnah
4007;168;109;192;Al-Ula
4008;119;82;255;Ma'din Sulaym
4009;94;114;116;Taif
4010;184;79;165;Qunfudhah
4011;208;255;125;Hisn Kayfa
4012;255;254;71;Bitlis
4013;218;201;74;Shaki
4014;32;47;84;Lahijan
4015;187;48;128;Rasht
4016;205;167;55;Mianeh
4017;249;240;144;Malamir
4018;154;193;56;Siraf
4019;119;52;43;Darab
4020;127;24;158;Fasa
4021;29;68;16;Saidabad
4022;127;199;232;Waldeck
4023;13;45;17;Ziegenhain
4024;150;146;112;Bürwulde
4025;217;190;207;Zaghouan
4026;62;176;148;Bintulu
4027;203;33;81;Kinabatangan
4028;112;192;91;Sendawar
4029;226;232;48;Batulicin
4030;50;106;198;Soppeng
4031;2;255;27;Wajo
4032;32;238;105;Malili
4033;205;209;229;Mekongga
4034;124;177;118;Bungku
4035;49;67;92;Banggai
4036;93;255;50;Jailolo
4037;51;130;92;Bacan
4038;42;212;24;Banda
4039;220;255;189;Natuna
4040;227;112;74;Bislig
4041;227;198;61;Singapura
4042;255;125;168;Sembilan
4043;186;255;78;Jerantut
4044;59;34;35;Gerik
4045;48;109;51;Sangihe
4046;69;227;147;Taytay
4047;118;35;35;Singora
4048;35;118;66;Krabi
4049;255;118;44;PhangNga
4050;250;255;165;Chumphon
4051;84;163;128;Kanchanaburi
4052;129;255;95;Suphanburi
4053;157;150;46;Lavo
4054;29;97;11;Chachoengsao
4055;168;133;0;SaKaeo
4056;196;130;135;Buriram
4057;42;127;127;Alto Alentejo
4058;208;142;48;Uttaradit
4059;64;213;159;BanDongPu
4060;47;56;100;MaeSariang
4061;71;70;62;Li
4062;255;219;49;Phrae
4063;237;249;108;SereiSaophoan
4064;110;48;41;Kampot
4065;13;26;94;PreyVeng
4066;183;0;73;Pnong
4067;109;97;34;KienGiang
4068;14;90;69;MiSar
4069;133;246;78;KampeapSrakatrey
4070;91;39;104;Ma
4071;82;70;30;Bahnar
4072;111;40;60;Eatran
4073;212;190;70;QuangNgai
4074;70;73;212;Simhampura
4075;156;38;255;TrienTruong
4076;29;147;101;HoaBinh
4077;176;171;29;PhuTho
4078;255;139;54;XuDong
4079;85;243;170;AnBang
4080;74;164;125;MuangNgoi
4081;28;44;169;Oudomxay
4082;236;157;71;Hpa-An
4083;75;112;90;Papun
4084;70;131;55;Pyapon
4085;150;30;143;Landes
4086;100;155;81;Yamethin
4087;241;194;251;Haka
4088;8;11;82;Rangamati
4089;168;166;76;Narayanpur
4090;255;253;80;Comilla
4091;237;174;75;Gazipur
4092;1;80;16;Netrokona
4093;56;153;50;Faridpur
4094;27;17;100;Jessor
4095;28;198;54;Bogra
4096;204;210;39;Rajshahi
4097;182;255;146;Thakurgaon
4098;208;94;64;Canning
4099;123;72;0;Nadia
4100;66;104;51;Chandernagore
4101;228;241;19;Bishnupur
4102;16;181;136;Jamshedpur
4103;37;59;0;Soumelpur
4104;207;201;39;Munger
4105;149;163;219;Hajipur
4106;73;91;26;Madhepura
4107;174;191;79;Champaran
4108;96;110;192;Rohtasgarh
4109;153;191;58;Mehnagar
4110;75;72;56;Sonbhadra
4111;112;172;79;Feyzabad
4112;220;217;164;Raebareli
4113;169;75;193;Basti
4114;69;121;75;Gonda
4115;186;191;92;Hardoi
4116;82;191;92;Lakhimpur
4117;255;82;71;Bareily
4118;140;143;72;Chitrakut
4119;9;143;59;Fatehpur
4120;116;157;68;Etah
4121;154;74;119;Saharanpur
4122;58;219;175;Morang
4123;150;150;45;Makwanpur
4124;150;37;45;Kaski
4125;63;219;32;Palpa
4126;42;133;102;Dang
4127;222;113;32;Khuree
4128;158;172;80;Sonpur
4129;52;212;146;Parlakhimedi
4130;189;189;37;Jeypore
4131;193;208;64;Jajapur
4132;82;204;102;Kumari
4133;159;40;27;Trivandrum
4134;114;172;47;Wayanad
4135;191;126;0;Kodagu
4136;251;72;69;Dingugul;x
4137;162;111;120;Salem
4138;225;213;77;Erode
4139;73;195;122;Kanchi
4140;18;150;105;Srirangapatna
4141;171;140;138;Sira
4142;69;0;99;Belagavi;x
4143;75;237;125;Mudagal
4144;105;181;31;Adavani
4145;242;249;49;Anantapur
4146;75;155;67;Tirupati
4147;177;48;231;Udayagiri
4148;31;181;56;Prodatur
4149;112;199;161;Devarakonda
4150;123;35;8;Yadagiri
4151;48;220;89;Nizamabad
4152;166;179;0;Rajapur
4153;99;166;131;Nander
4154;191;173;89;Washim
4155;54;71;133;Nagpur
4156;171;64;83;Jalgaon
4157;49;78;131;Narbada
4158;169;212;52;Saugor
4159;54;34;66;Kalinjar
4160;136;179;66;Shivpuri
4161;230;59;64;Rajgarh
4162;193;234;227;Ujjain
4163;176;186;90;Indore
4164;121;138;83;Thalner
4165;200;224;35;Vyara
4166;145;215;78;Bharuch
4167;46;96;152;Khambhat
4168;161;130;15;Dhrangadhra
4169;34;34;176;Idar
4170;231;98;71;Vagad
4171;102;142;87;Bhilwara
4172;158;161;71;Brijnagar
4173;202;46;77;Malpura
4174;191;196;154;Barmer
4175;71;78;33;Churu
4176;203;215;180;Ambala
4177;171;87;36;Bathinda
4178;255;161;0;Firzopur
4179;166;18;255;Amritsar
4180;251;253;110;Chamba
4181;133;167;28;Spiti
4182;162;36;50;Kargil
4183;14;86;123;Anantnag
4184;158;224;140;Gilgit
4185;199;243;202;Muzaffarabad
4186;36;89;20;Abbottabad
4187;42;98;138;Campbellpur
4188;83;160;132;Bhakkar
4189;237;157;19;Gujrat
4190;60;188;60;Gujranwala
4191;164;196;77;Dipalpur
4192;57;72;181;Hunza
4193;216;167;244;Chitral
4194;96;82;112;Rohri
4195;72;144;92;Sujawal
4196;196;144;255;Debal
4197;50;203;75;Awaran
4198;111;50;203;Turbat
4199;212;113;157;Bannu
4200;42;208;175;Waziristan
4201;54;177;51;Khost
4202;91;91;38;Zabulistan
4203;93;158;128;Daykundi
4204;112;27;41;Yakawlang
4205;34;183;122;Baghlan
4206;86;122;50;Tarkhuj
4207;160;183;188;Guzgan
4208;32;53;208;Dushanbe
4209;18;32;68;Ghuriyan
4210;73;29;215;Naukundi
4211;165;0;190;Zaboli
4212;138;231;46;Zabol
4213;223;225;63;Taybad
4214;155;156;64;Sarakhs
4215;0;17;119;Nishapur
4216;86;72;107;Tun
4217;24;81;0;Tabas
4218;78;190;72;Meyami
4219;218;239;132;Sintang
4220;120;148;0;Selimbau
4221;55;12;142;Sambak
4222;24;158;46;Firuzabad
4223;133;227;126;Lanfang
4224;24;46;36;Abarquh
4225;106;193;54;Qomsheh
4226;112;49;99;Shahrekord
4227;46;52;167;Landak
4228;119;198;133;Hendijan
4229;244;197;71;Abadan
4230;97;167;55;Hoveyzeh
4231;243;227;210;Shush
4232;233;251;108;Dehloran
4233;17;106;84;Kuhdasht
4234;60;64;208;Golpayegan
4235;47;99;99;Savah
4236;205;78;55;Soltanieh
4237;106;77;89;Sukadana
4238;100;243;61;Padang
4239;29;255;12;Qurwe
4240;59;91;43;Lankaran
4241;11;56;102;Shatrah
4242;163;46;40;Najaf
4243;135;255;82;Dujail
4244;187;181;46;Kayuagung
4245;37;85;145;Balau
4246;94;66;196;Cidanghiyang
4247;47;63;26;Suwayda
4248;182;70;64;Azraq
4249;10;57;145;Daraa
4250;70;112;0;Beqaa
4251;124;196;0;Bayrut
